genre,date,count
Hard rock,2003,4.75
Hard rock,2004,5.13
Hard rock,2005,5.13
Hard rock,2006,6.68
Hard rock,2007,5.94
Hard rock,2008,3.99
Hard rock,2009,5.68
Hard rock,2010,6.91
Hard rock,2011,4.53
Hard rock,2012,5.39
Hard rock,2013,5.27
Hard rock,2014,4.96
Hard rock,2015,5.66
Hard rock,2016,7.0
Hard rock,2017,6.2
Hard rock,2018,5.85
Hard rock,2019,6.67
Hard rock,2020,8.7
Heavy metal,1954,0.0
Heavy metal,1955,0.0
Heavy metal,1956,0.0
Heavy metal,1957,0.0
Heavy metal,1958,0.0
Heavy metal,1959,0.0
Heavy metal,1960,0.0
Heavy metal,1961,0.0
Heavy metal,1962,0.0
Heavy metal,1963,0.0
Heavy metal,1964,0.0
Heavy metal,1965,0.0
Heavy metal,1966,0.0
Heavy metal,1967,0.0
Heavy metal,1968,0.0
Heavy metal,1969,2.94
Heavy metal,1970,2.44
Heavy metal,1971,2.97
Heavy metal,1972,2.1
Heavy metal,1973,2.84
Heavy metal,1974,4.39
Heavy metal,1975,6.95
Heavy metal,1976,4.35
Heavy metal,1977,7.31
Heavy metal,1978,3.8
Heavy metal,1979,2.99
Heavy metal,1980,0.0
Heavy metal,1981,3.13
Heavy metal,1982,5.02
Heavy metal,1983,4.01
Heavy metal,1984,2.82
Heavy metal,1985,5.9
Heavy metal,1986,1.74
Heavy metal,1987,4.08
Heavy metal,1988,6.87
Heavy metal,1989,5.47
Heavy metal,1990,7.96
Heavy metal,1991,6.62
Heavy metal,1992,7.95
Heavy metal,1993,5.83
Heavy metal,1994,6.06
Heavy metal,1995,5.35
Heavy metal,1996,5.31
Heavy metal,1997,4.43
Heavy metal,1998,5.86
Heavy metal,1999,5.99
Heavy metal,2000,6.37
Heavy metal,2001,5.77
Heavy metal,2002,4.47
Heavy metal,2003,4.75
Heavy metal,2004,4.52
Heavy metal,2005,4.99
Heavy metal,2006,6.28
Heavy metal,2007,4.98
Heavy metal,2008,3.4
Heavy metal,2009,3.92
Heavy metal,2010,5.11
Heavy metal,2011,4.82
Heavy metal,2012,5.52
Heavy metal,2013,4.83
Heavy metal,2014,4.71
Heavy metal,2015,4.55
Heavy metal,2016,5.16
Heavy metal,2017,3.31
Heavy metal,2018,7.02
Heavy metal,2019,4.0
Heavy metal,2020,8.7
Indie rock,1954,0.0
Indie rock,1955,0.0
Indie rock,1956,0.0
Indie rock,1957,0.0
Indie rock,1958,0.0
Indie rock,1959,0.0
Indie rock,1960,0.0
Indie rock,1961,0.0
Indie rock,1962,0.0
Indie rock,1963,0.0
Indie rock,1964,0.0
Indie rock,1965,0.0
Indie rock,1966,0.0
Indie rock,1967,0.0
Indie rock,1968,0.0
Indie rock,1969,0.0
Indie rock,1970,0.0
Indie rock,1971,0.0
Indie rock,1972,0.0
Indie rock,1973,0.0
Indie rock,1974,0.0
Indie rock,1975,0.0
Indie rock,1976,0.0
Indie rock,1977,0.0
Indie rock,1978,0.0
Indie rock,1979,0.43
Indie rock,1980,0.0
Indie rock,1981,0.0
Indie rock,1982,0.22
Indie rock,1983,0.0
Indie rock,1984,0.0
Indie rock,1985,0.35
Indie rock,1986,1.16
Indie rock,1987,0.0
Indie rock,1988,0.25
Indie rock,1989,0.52
Indie rock,1990,1.11
Indie rock,1991,0.55
Indie rock,1992,2.39
Indie rock,1993,1.36
Indie rock,1994,3.2
Indie rock,1995,3.89
Indie rock,1996,4.28
Indie rock,1997,3.64
Indie rock,1998,2.71
Indie rock,1999,4.33
Indie rock,2000,2.12
Indie rock,2001,3.16
Indie rock,2002,3.17
Indie rock,2003,4.32
Indie rock,2004,5.62
Indie rock,2005,8.64
Indie rock,2006,5.55
Indie rock,2007,5.75
Indie rock,2008,6.51
Indie rock,2009,5.68
Indie rock,2010,5.25
Indie rock,2011,4.53
Indie rock,2012,5.01
Indie rock,2013,4.83
Indie rock,2014,4.83
Indie rock,2015,4.35
Indie rock,2016,3.81
Indie rock,2017,4.96
Indie rock,2018,6.43
Indie rock,2019,5.33
Indie rock,2020,4.35
Indietronica,1954,0.0
Indietronica,1955,0.0
Indietronica,1956,0.0
Indietronica,1957,0.0
Indietronica,1958,0.0
Indietronica,1959,0.0
Indietronica,1960,0.0
Indietronica,1961,0.0
Indietronica,1962,0.0
Indietronica,1963,0.0
Indietronica,1964,0.0
Indietronica,1965,0.0
Indietronica,1966,0.0
Indietronica,1967,0.0
Indietronica,1968,0.0
Indietronica,1969,0.0
Indietronica,1970,0.0
Indietronica,1971,0.0
Indietronica,1972,0.0
Indietronica,1973,0.0
Indietronica,1974,0.0
Indietronica,1975,0.0
Indietronica,1976,0.0
Indietronica,1977,0.0
Indietronica,1978,0.0
Indietronica,1979,0.43
Indietronica,1980,0.0
Indietronica,1981,0.0
Indietronica,1982,0.22
Indietronica,1983,0.0
Indietronica,1984,0.0
Indietronica,1985,0.35
Indietronica,1986,1.16
Indietronica,1987,0.0
Indietronica,1988,0.25
Indietronica,1989,0.52
Indietronica,1990,1.11
Indietronica,1991,0.55
Indietronica,1992,2.39
Indietronica,1993,1.36
Indietronica,1994,3.2
Indietronica,1995,3.89
Indietronica,1996,4.28
Indietronica,1997,3.64
Indietronica,1998,2.71
Indietronica,1999,4.33
Indietronica,2000,2.12
Indietronica,2001,3.16
Indietronica,2002,3.17
Indietronica,2003,4.32
Indietronica,2004,5.62
Indietronica,2005,8.64
Indietronica,2006,5.55
Indietronica,2007,5.75
Indietronica,2008,6.51
Indietronica,2009,5.68
Indietronica,2010,5.25
Indietronica,2011,4.53
Indietronica,2012,5.01
Indietronica,2013,4.83
Indietronica,2014,4.83
Indietronica,2015,4.35
Indietronica,2016,3.81
Indietronica,2017,4.96
